pokerId Ascore Bscore 
170011598 0 744394
133714442 0 744379
36801697129 1 36814
28073090 1 50316
1882043939 0 588662
11870623819 0 693768
553678869 1 26933
743598953 1 13187
2616146383 1 31788
2682858881 1 41912
9786378353 1 36318
60733472207 0 700985
5199382031 0 642678
940812506 1 26982
3342266659 0 480679
6879847673 0 689928
2839446431 0 690137
1014473206 0 755002
60861835 0 743688
1612209161 0 683177
390141689 0 750904
9132450611 0 693753
79319559 0 754517
4708005 1 49368
425688134 1 40385
191877879 0 754728
50611873 1 8838
3808055113 1 19699
105458679659 1 43102
220467567 0 748203
1190020279 0 744635
17216564089 1 23345
656932209 1 33652
8495319769 1 13240
1578855299 0 754536
362912363 1 18542
8033848303 0 701177
565299431 2 1413
491827693 0 741019
1777199651 1 12515
40280191 0 747047
40069798579 1 26708
1263529081 1 25053
150853503 1 16824
42365687 1 10102
6258081073 0 642903
57906394927 1 26499
2085778487 1 45497
422758353 1 30290
8542996423 0 646982
1415119663 2 1194
56587462 0 751113
39854449247 1 30080
35326962343 3 2181
8724006149 1 19491
33694843 0 737162
10261492187 0 697563
304789031 2 1413
1386682015 1 43760
167001642991 1 39984
33097917 3 1117
15059314 0 740312
361841405 0 754968
23189785 1 10056
66513898 0 751382
3388205167 1 23029
12301342411 1 19732
23952872291 1 40202
28103983949 1 19989
271072029 0 751383
493816945 0 751144
2273505 1 49142
20932615 1 16802
150709750817 1 39983
27849086 0 740313
8041209367 1 16358
3679075583 1 29792
141329642261 0 697643
98971580581 0 647017
6891236315 1 43854
2251809091 1 43775
22781342 0 754022
3188549371 1 33727
9619424951 1 32704
3389517919 0 689927
1812149737 1 22803
693919235 0 755252
8681594 1 10041
52731607183 1 46474
18091857611 0 700743
6601061255 3 3143
20942490409 0 697144
756666889 1 9593
3670730497 0 751881
1826072881 0 585302
212836191 0 748218
46134686 0 751142
40085712691 0 646775
14520435 1 49161
38374063 0 750422
23762759747 1 46653
1047012407 0 744635
2024741797 1 23297
107132245901 2 2632
11125062209 0 646503
10935426707 1 23104
12058412507 0 588920
22164949193 0 639770
41617064989 1 33201
2901787157 1 22623
91429756637 2 3094
517712551 3 1247
667258593 1 43803
494133107 0 480437
5866400401 1 13241
3630203749 0 693737
210187861 1 9573
952295461 0 430052
11034607261 0 592504
65303273 0 740972
3959694817 0 639542
111934879 0 737163
68679136271 2 2381
5586746059 1 16552
350584549 0 751353
7278311371 1 42827
592211581 1 25697
24786117061 0 701179
4013699797 0 696663
4264736431 1 16341
4966881899 0 755452
1769781287 1 18544
14918036621 1 26645
10828286423 0 646938
2196860699 0 643112
10219660721 1 42632
5459988491 0 696888
152358933 0 754713
740574526 1 37085
85983445 1 16775
28534857 1 10091
7906240439 1 39902
3280474087 0 697337
1924992229 0 592247
1396020821 1 32897
3007408645 1 37073
100962516107 2 2856
2360450401 1 22354
1394826 1 48903
19796576407 0 643384
264881935 1 16839
12429367991 2 1888
6014007529 0 636154
10782873869 0 693993
2215119811 1 12996
453696695 1 30289
16529341187 0 697143
4805029633 0 484293
7321867373 0 585529
15248642963 1 23077
42816161831 1 46698
13171961051 1 29359
219438601 0 422822
44726149 1 11537
1097227219 1 9624
16675049581 1 42379
486931367 1 25922
214421505737 1 46733
936964021 1 37024
37077939697 1 36785
200972643 1 37008
6204236639 1 23074
3573824831 0 534678
215151377 2 2534
109814889 0 755162
41148023419 1 26468
1549977269 0 534887
10569288143 0 646054
563689795 0 748009
156575315 0 754952
18342691457 0 700504
3073114123 0 690362
152004097 2 1874
8080549207 0 588919
28449783161 1 35886
4195070561 0 643367
30420785257 2 2600
998518718 0 751881
31813851 0 743912
4506830 2 3222
546096397 0 755477
8844927 2 3317
336638099 0 748188
18935205 1 50270
36223503703 1 19989
893565799 1 43743
1502603041 1 12502
193368698 0 750919
866333167 0 751145
7196264789 1 40478
5077686211 1 33392
785020709 0 480677
22776826561 1 36813
5326698289 1 39032
1419571235 1 26950
2667938 1 49382
2304470963 1 12755
1412369179 0 683177
969927127 0 639272
9779815349 0 697143
11149800287 0 639783
20841658249 0 701012
984183071 0 635672
96072518 0 741033
3190463809 0 589142
207273644839 4 13
9989637001 0 686779
6677466731 0 700742
6702097009 0 636168
263206493 0 429797
987188623 1 31772
482389879 1 22547
2591404631 1 16128
358673398 0 748010
18747987431 0 700728
1323297862 0 755467
605799779 0 635447
38062069519 0 700774
137538291497 1 46745
4443153593 1 29343
796135705 0 751370
263494 1 48422
5381528099 0 639767
3542043347 1 32702
119540215 1 16820
23411851343 1 45783
3273809 1 9979
15833913 1 13444
168973598 0 751578
15669998489 0 701222
926952987 0 755224
13010460523 1 26239
1250419127 0 645797
16205259817 1 32285
1957740707 0 646472
3580214263 0 696677
4981890245 0 751884
191183921 1 12887
2147212855 3 2467
27897978377 0 700534
5184776557 0 585304
4914973229 0 588679
3259748521 1 19952
229693818307 1 46734
226641727 1 15377
9713746549 0 697607
556384089 0 748249
176432799 0 754054
3278353633 1 12982
883059077 0 477063
4839100711 1 42587
4366221991 0 588888
1373177239 0 751399
10785023827 0 646967
1816835849 0 700247
89722897 1 12887
68655390637 1 43129
1307670359 0 585063
816396157 0 426438
165039058 0 751818
122591249 1 9318
89487447 2 3337
4233792799 1 15652
234233079391 2 2875
1791928627 1 32012
1137342117 0 751641
3396390841 0 592488
444603574 0 755434
287360421 0 754533
22656740341 2 2628
746204665 0 751384
24374556527 0 697398
5115421973 1 26448
52752670603 1 43593
135638015 0 740793
27350028073 0 700295
1388624177 1 19892
45882807247 0 700999
214823887 2 953
115167647 0 754038
363484885 0 754294
22181868529 0 643160
5185963339 0 639767
2652626933 0 588917
152322477 0 737404
375194774 1 20232
154603353 0 744168
3249295 1 49112
62218321721 0 700776
85935934951 1 39980
5651889731 3 1534
26380959 0 754037
16944113269 0 697368
74692022707 1 33007
2889534499 1 19458
1246039939 1 34937
28184704627 0 589161
9538557191 1 39018
578796758 0 744652
29072473163 0 700295
6003014791 0 534918
89751535 0 744362
127199423 1 9543
12177721009 0 690379
2545540883 0 589112
22513662767 3 1540
14777603503 2 3062
385584218749 1 46750
12312265519 1 42154
673884231 1 47163
2799988357 0 632313
3416726981 1 32688
22368774 1 49868
1936210637 0 538037
148086919241 1 46506
286872553 0 430022
5630206103 0 643142
2880692287 1 39227
3980804551 1 35627
433419091 0 754728
35360522 1 13449
3577397339 1 16086
184294901261 1 43134
10185729431 1 25775
193589422 0 751877
21192646091 1 42169
35602298 1 26868
28938266177 0 646984
370625041 0 574697
18375182503 1 36544
20532783 0 730188
250541114 0 754534
1048105798 1 43791
240326705 1 30317
197005661 3 1187
32235033367 0 646535
17566955 1 49804
2547134098 0 755498
1361517371 1 31562
8040515 1 49157
62013848867 1 43086
898172194 0 751627
92249087 1 13417
5570159369 0 693303
3303987059 1 22354
65895895 2 2969
1284154967 1 15858
4195790251 0 581929
30920290487 2 2614
19280121 2 3236
12517633463 3 1509
530564845 0 751608
7476868853 0 636169
7876610429 0 646518
20441316631 0 701208
24509160257 0 701252
12462747 0 743672
92394809 1 17822
464614163 1 9126
34387683 0 740777
9722240939 1 23075
10189210 2 3275
19201803 1 13444
2540512201 0 581928
7220551 2 709
102703229569 0 701002
4977865457 0 589113
80350487 1 20147
8265716269 0 693303
9432446347 0 592279
8566234681 0 538533
364665587 2 2511
2401773253 1 26222
47697790451 0 700760
12031343411 1 46427
3231835937 0 592727
231796645 0 748203
69391857 0 754922
238811035 0 741004
1339111127 1 31787
9651869123 1 36797
12187056371 1 43855
1868293523 0 690347
7148187173 0 643338
1968838117 1 13189
3154450483 0 636153
92080285 0 751787
5242987747 1 13240
155118931 1 9334
1880056631 0 642872
16971883183 0 693979
34386555439 1 46683
2808074671 0 689927
1347273347 1 23589
2044631567 0 646922
2243127923 2 2302
432650477 0 755388
548903858 1 40459
85853986019 1 43594
1994462851 0 538262
1798305071 1 13205
480841161 0 755194
158784769 1 9125
3191145197 4 8
281604965 0 754713
187887442 1 20213
1500835715 0 755449
104262555 2 3353
143359541 2 943
7361892167 1 43824
7811405311 2 2119
39693674 0 754697
21826189 0 743447
36022810987 0 700534
1677610 1 49382
49337965 1 16847
824930966 0 755450
238814819 0 574697
2867340233 1 15890
206229385 0 755163
16407063097 3 1554
5035327447 1 19728
2234895 1 49592
13586783663 0 646982
32132434429 1 32750
382452442 0 754999
35013355 0 743912
36440461711 0 643386
61187799499 1 36859
22917468641 0 643399
1868251879 1 32687
739716837 0 751400
172741793 1 20164
1167909779 1 13160
5072697803 1 23298
391746095 0 755012
236565326 0 755179
10230931187 1 35419
8784485869 0 690378
75151990789 0 701225
392265745 0 747783
216386582 0 748023
1098793921 0 642197
29600553 1 16847
14871667529 0 592295
116075847 0 754292
2001035387 0 696437
21173820671 0 701012
329293527 0 754954
7120985377 1 30077
1847108339 1 12755
120287999 1 12017
68861949 0 744407
33065481 0 733563
1596070147 0 751878
18154929 1 10089
141338635 1 16835
44834130119 0 643386
528884297 1 15632
1752895673 0 585287
1085238515 1 37069
1480710983 1 31787
14069302 1 10104
2596368337 1 16550
119835865 0 740778
4432913897 0 646277
5485965749 0 592772
12159215581 0 697593
9867170827 0 639754
368528455 0 744395
530432929 1 9859
3884824711 2 1656
151392902 0 744633
58557394823 1 36576
11664799481 0 693754
25289824993 1 23318
1208545507 0 646022
7544844409 1 42617
290709579 1 33620
3050826001 0 646052
1285859887 0 686537
1598036026 1 37089
1657918551 0 755495
207101209 0 744588
847598313 0 755014
64147024727 1 46503
256582885 1 40397
1597638617 0 639062
1570405295 0 755210
669140645 0 744649
10588985581 1 30019
4384247137 1 35613
11434827529 1 26645
1193734147 0 585062
240040969 1 40352
9045042 2 3348
51387215 0 747512
62677605 1 49883
80163941 1 8898
9423872099 2 2098
8718613073 1 38793
32270249059 1 40232
343237363 0 751563
30578674 2 3292
2483643017 0 484263
35127348461 1 36560
477349117 1 20211
789501747 0 748236
1371682327 0 531063
66809309 1 13429
8086837771 1 32703
16628738677 0 639545
3868360499 0 538292
20548717237 2 2560
225752281 1 21197
3219488218 1 47214
101715429157 1 40177
1166169781 0 751609
1167940898 0 755481
10971512393 1 29359
26446462 2 3334
4053340261 0 581929
23054855 3 897
1647106493 2 1194
7242992857 0 538279
896782283 1 13232
15378764983 1 33423
5015719133 1 16566
883098713 0 748009
43353947 0 733787
164578955293 1 39983
1864041103 1 18769
496626769 0 483572
9429671935 1 47216
70412876887 1 43100
19552143 0 737162
81935774 0 740554
23237980429 0 646520
8455824221 0 646997
26704283797 0 697594
3962457277 1 25772
38337620719 0 694025
1269968371 1 23575
3910285453 1 45063
5227917257 0 690138
23063511773 0 646295
12678389699 3 1332
27528925093 0 700954
752282927 0 591797
17677042 0 737387
24882070 1 50345
7683873301 0 700967
204522051 1 43713
79182626101 2 3039
2039544509 1 19233
1175920957 0 537812
372010202 0 751878
58515197 1 11777
6160013969 0 635929
3973272343 0 697097
517119281 0 754743
71677178759 1 42890
21787760303 0 701012
9838821521 0 534920
1954070767 1 38552
745929715 0 754969
2637205187 1 29552
141301727 0 744152
1628043199 1 32012
12546128857 0 697143
53298913223 0 643401
15681197963 0 693994
2009460269 1 13161
1464181553 1 44822
31137985283 2 2784
177069766 0 748233
815896499 2 2513
291470547 1 26959
422518989 0 751399
12661317611 1 39468
7761689227 1 36528
74009517 0 747542
106410867 1 16851
19467868373 2 2151
793731993 1 23591
449076335 0 751862
66528178943 1 43129
3077558503 1 28653
1103741243 1 35162
15341926009 1 29838
42180922 1 50345
2088171841 0 748265
23900494873 1 39963
9293483279 0 646757
28987707 1 49611
10132642241 1 19491
148377783 0 751157
6773438447 1 29133
593331699 0 744650
42059685 1 50092
883715486 0 748267
130579495 0 741017
23288081863 0 700729
352086449 1 9620
838216486 0 755015
10185539 1 10039
11046027193 1 26645
36038378 0 750663
1230648943 1 31997
26372256697 0 701179
3355306853 1 28428
10131876151 0 693304
1606200878 1 33731
34525349039 0 643385
22895598409 0 697608
1013869787 0 754998
1495134527 1 13176
1251696269 0 645797
860919169 0 484052
1164385019 1 20216
4223501713 1 18786
48057386 0 748202
92856661087 1 46490
676044309 0 751849
567120151 1 9352
68170539 0 747288
14396248921 0 592295
34225605683 1 36560
983975906 1 37101
57055579001 0 694026
68460352243 3 2421
5296245019 0 696917
9407170117 0 592518
25215517387 0 643159
351708847 0 744408
112076459 2 1164
34319733 2 3291
1276528795 1 37026
4158107687 3 2102
1916895427 0 696437
35505908549 0 646760
4386026711 0 592742
3662103559 1 15876
965995967 1 19862
2218949681 1 33122
4825576963 1 12983
177219934 0 755222
86580482 0 743929
271739995 0 751157
1832341091 0 751610
53393451737 0 646985
2546497139 1 12756
130155205 0 740553
6189845761 1 30062
42803040323 1 23349
2471775323 1 19009
228979723523 1 46733
1358765449 0 538472
22000816723 2 2125
66305251979 0 647016
1217895427 0 755194
9240040853 1 29134
20111424341 2 3007
49960991371 1 30082
40738241021 0 700984
34619699461 0 701208
1865809439 2 2117
5459388047 1 26462
7174360169 0 589158
58622205881 0 700761
102831158 0 744618
1815315349 1 13189
21436750541 4 10
5488532263 0 589157
23724276437 0 694024
23968882 2 3279
995668535 0 755420
454908911 3 1038
2503806013 0 534678
2122431613 1 45047
5446785779 0 690363
21506397 1 20162
821058 3 3308
1077718159 0 755404
718699133 1 18513
238650585097 1 36866
18948479257 0 646968
2410814753 1 26402
3690922649 0 693302
122533297 1 15122
3050697 1 10068
5561941583 0 592772
5628762221 0 592713
2463571223 2 1422
9572067089 0 694022
52311072091 1 33202
6757754 1 13354
522122207 1 22322
59618098741 1 36620
9573934889 0 642918
1488533347 0 755013
591328105 1 23543
7576276567 0 589143
1178704537 0 693047
134499963 0 748232
1317020617 1 9850
1061224829 1 33723
3784340407 0 538263
4292805527 1 42572
3643792877 2 1423
34514053081 1 36843
428696891 0 737420
27048697339 0 697399
7038514 1 48920
62372897021 0 697611
1420071365 0 754985
2755062643 1 26402
21907592699 0 697608
91247011897 3 2200
81923989949 0 701226
285639177 0 755178
43225066063 2 3107
52006053 0 751772
13875974 1 49610
12728561707 0 636170
25589641 1 10058
930321431 0 686312
66316100947 1 33471
1855205269 2 1641
23980989611 1 29616
1961533339 0 531063
177470602 0 751637
245683985707 3 2875
15694209359 0 592744
4361962 1 10027
3961099531 0 585513
43321625287 0 697639
40164081 1 10106
5099644243 0 643113
2780558743 1 9866
141655847371 1 39983
4858084547 1 16552
10346132089 0 643129
1235599169 0 755478
74735817 0 747767
311539615 0 754503
2050160285 0 755465
1747383979 0 585527
767493643 1 20199
11029845017 1 42618
22618195429 0 639785
80954397781 0 700777
417684839 2 1842
126448582 0 751847
1103862535 1 40399
16423979639 0 701207
1226131535 1 37084
3326174233 1 13193
4684757881 0 690167
3032264939 0 693752
812579287 1 16352
1464087099 0 751852
556686719 0 625322
14991753 1 50283
165252595 0 754292
5355510487 1 39887
1480237651 0 642422
51132322721 0 700761
752627083 0 642197
7104479281 1 32283
1008234097 0 639272
92072720807 2 2383
849153895 1 43744
53234604823 1 42636
12148294051 1 30020
143520627 0 744379
35363402 1 16761
111487047 2 3352
2082678479 1 30337
8090473177 0 689929
594834437 1 16292
97910917 1 17822
16228455563 1 26001
3157254187 0 639737
1888527047 0 686777
11385418 0 750422
15888247819 0 592520
30891994 1 49881
189626581757 0 701258
1365059647 0 751400
47469266 0 741032
251591458 0 751370
1793740951 1 19473
1090761335 0 751639
3829085839 1 38553
29468335 1 10087
1850672497 1 22563
4904136829 1 30017
29086400521 1 46218
23233595521 0 700773
53086468427 0 643401
66531985 0 755147
110995070041 2 3054
273020761 1 21872
116722255721 0 697642
181119181 3 844
236975919 1 20183
107347105111 2 2857
114759962951 0 701256
267184221 0 754968
39433798 1 23508
600387681 1 40370
19869089927 2 2112
1439575861 0 538472
291100007 1 9111
3826065739 0 700262
82637184647 0 697627
329630153 0 429797
214764869 1 12962
29349094001 0 701194
1034201785 1 47178
10550795 1 10039
2530165731 1 40434
20626634923 1 32959
1850698129 0 748011
12683758249 1 33393
5234559119 0 683179
158484283 2 1174
99158606 0 751367
126107972687 2 2397
352427794 1 23603
1277928449 0 751399
770177609 1 13144
5816641229 0 755258
17125640839 0 700504
8517690809 0 696918
2424645773 0 646487
19070103011 0 700968
138149979 0 751847
15774162527 1 26494
9829117703 0 646713
394922105 0 748204
10621360523 0 693978
11575927477 0 693993
66673236563 0 697640
3210561755 1 30356
6396502 1 49637
230215579 1 12962
97025529157 1 36621
